avg_monthly_hrs,filed_complaint,last_evaluation,n_projects,recently_promoted,satisfaction,status,tenure,salary_numeric,last_evaluation_missing,department_IT,department_Missing,department_admin,department_engineering,department_finance,department_management,department_marketing,department_procurement,department_product,department_sales,department_support,salary_high,salary_low,salary_medium
149,0.0,0.59427731,2,0.0,0.422413381,1,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
147,0.0,0.0,2,0.0,0.411906158,1,3.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
181,0.0,0.0,4,0.0,0.538570033,0,3.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
141,0.0,0.636097154,4,0.0,0.522579788,0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
222,0.0,0.928233098,5,0.0,0.883762731,1,6.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
153,0.0,0.442136272,2,0.0,0.360478782,1,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
192,1.0,0.455586173,5,0.0,0.51486621,0,2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
287,0.0,0.97116301,7,0.0,0.078503769,1,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
132,0.0,0.552699976,2,0.0,0.411863074,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
245,0.0,0.925012398,5,0.0,0.261005678,0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
168,0.0,0.442338765,5,0.0,0.712346446,0,6.0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
165,0.0,0.320953459,4,0.0,0.606603965,0,6.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
267,0.0,0.965261315,4,0.0,0.811734991,1,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
237,1.0,0.828944782,3,0.0,0.971195335,0,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
222,0.0,0.507545961,3,0.0,0.771873415,0,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
168,0.0,0.73592859,5,0.0,0.700957746,0,2.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
222,0.0,0.774822985,3,0.0,0.731772284,0,3.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
141,0.0,0.548344923,3,0.0,0.648433552,0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
266,0.0,0.786608213,5,0.0,0.694283885,0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
260,0.0,0.574957522,5,0.0,0.823517546,0,2.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
157,0.0,0.626734658,3,0.0,0.746894179,0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
210,0.0,0.721964669,5,0.0,0.984122798,0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
168,0.0,0.728413688,4,0.0,0.802409296,0,3.0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
143,0.0,0.767995341,2,0.0,0.582186934,0,6.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
149,1.0,0.652129024,5,0.0,0.137719404,0,7.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
198,0.0,0.811291251,3,0.0,0.813117871,0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
147,1.0,0.573170096,2,0.0,0.438910281,1,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
167,0.0,0.71160426,5,0.0,0.681483861,0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
270,0.0,0.665207836,3,0.0,0.550070644,0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
209,0.0,0.584303178,3,0.0,0.768399669,0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
178,0.0,0.0,4,0.0,0.956393768,0,3.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
282,0.0,0.996623467,6,0.0,0.162765016,0,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
214,0.0,0.550436519,4,0.0,0.519277612,0,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
230,0.0,0.673441065,5,0.0,0.595756997,0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
259,0.0,0.974469949,4,0.0,0.797601465,1,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
280,0.0,0.822292245,6,0.0,0.90332718,0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
153,0.0,0.569276679,2,0.0,0.452674885,1,3.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
154,0.0,0.94059375,4,0.0,0.796942008,0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
173,1.0,0.843111904,2,0.0,0.781630146,0,2.0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
260,0.0,0.648984511,5,0.0,0.550550977,0,2.0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
140,0.0,0.559640041,4,0.0,0.524975653,0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
137,1.0,0.939938439,6,0.0,0.980537273,0,8.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
206,0.0,0.865003048,4,0.0,0.728106508,1,4.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
259,0.0,0.590967204,3,0.0,0.918934835,0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
224,0.0,0.956484798,5,0.0,0.937563523,1,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
176,0.0,0.529482152,4,0.0,0.966456683,0,8.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
156,0.0,0.0,2,0.0,0.41437528,1,3.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
269,0.0,0.747636927,5,0.0,1.0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
254,0.0,0.734428491,4,0.0,0.598308563,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
150,0.0,0.64261633,4,0.0,0.512391889,0,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
150,0.0,0.880739169,4,0.0,0.664685807,0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
204,0.0,0.637365113,4,0.0,0.541817804,0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
258,0.0,0.997925,4,0.0,0.881211027,1,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
264,0.0,0.832291782,2,0.0,1.0,0,3.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
266,0.0,0.553342936,4,0.0,0.768579492,0,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
167,0.0,0.0,3,0.0,0.597699494,0,3.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
247,0.0,0.735857952,4,0.0,0.129433499,0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
244,0.0,0.881724853,4,0.0,0.5025528,0,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
171,0.0,0.726174012,5,0.0,0.94025499,0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
298,0.0,0.759827721,6,0.0,0.045580706,1,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
262,0.0,0.913474132,4,0.0,0.866144851,1,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
160,0.0,0.569310464,5,0.0,0.108242134,0,5.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
200,0.0,0.92747552,4,0.0,0.778188736,0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
222,1.0,0.0,4,0.0,0.762685896,0,2.0,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
196,1.0,0.890876752,4,0.0,1.0,0,2.0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
241,0.0,0.0,4,0.0,0.782729372,0,2.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
222,0.0,0.65536758,5,0.0,0.841860456,0,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
211,0.0,0.572761256,3,0.0,0.476592629,0,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
175,0.0,0.0,5,0.0,0.797073727,0,3.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
265,0.0,0.835533687,5,0.0,0.951082215,1,5.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
270,0.0,0.915654785,4,0.0,0.835241006,0,10.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
261,0.0,0.93489406,5,0.0,0.790933569,1,6.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
176,1.0,0.663428855,3,0.0,0.698950545,0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
245,0.0,0.575662356,4,0.0,0.578796328,0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
193,1.0,0.356862685,3,0.0,0.290668171,0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
132,0.0,0.772538928,5,0.0,0.569204748,1,6.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
129,0.0,0.400704605,2,0.0,0.411473146,1,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
196,1.0,0.763919948,5,0.0,0.216100286,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
151,1.0,0.588327565,5,0.0,0.242157747,0,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
239,1.0,0.770565833,4,0.0,0.598366225,0,2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
228,0.0,0.990338897,4,0.0,0.799834743,1,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
267,0.0,0.897080234,7,0.0,0.147264116,1,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
285,0.0,0.897869821,6,0.0,0.136433781,1,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
229,0.0,0.853523568,6,0.0,0.264104146,0,8.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
260,0.0,0.0,5,0.0,0.986669871,0,3.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
156,0.0,0.789348491,3,0.0,0.491474533,0,7.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
225,0.0,0.819783578,3,0.0,0.990445994,0,2.0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
253,0.0,0.869808313,6,0.0,0.141084064,1,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
194,1.0,0.746115324,5,0.0,1.0,0,7.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
286,0.0,0.518216016,2,0.0,0.575590377,0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
126,0.0,0.501122549,2,0.0,0.407193039,1,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
264,0.0,0.923306237,6,0.0,0.158483934,1,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
274,0.0,0.77974422,3,0.0,0.852713315,0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
245,0.0,0.68004499,3,0.0,0.582181692,0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
148,0.0,1.0,3,0.0,0.922457109,0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
123,0.0,0.0,3,0.0,0.473050722,0,3.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
128,0.0,0.574501826,5,0.0,1.0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
242,0.0,0.550371982,3,0.0,0.616610063,0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
224,0.0,0.459000544,3,0.0,0.626858019,0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
141,0.0,0.501113706,2,0.0,0.391877499,1,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
145,0.0,0.817602979,4,0.0,0.684570765,0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
206,0.0,0.812458841,3,0.0,0.57651614,0,4.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
151,0.0,0.0,4,0.0,0.545669412,0,2.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
154,1.0,0.839423307,3,0.0,0.904611296,0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
164,0.0,0.648873832,3,0.0,0.762221851,0,3.0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
232,0.0,0.436912899,5,0.0,0.664634277,0,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
252,0.0,0.793344131,6,0.0,0.119461616,1,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
147,0.0,0.445390804,4,0.0,0.81030469,0,2.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
197,0.0,0.0,4,0.0,0.744370506,0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
255,1.0,0.0,4,0.0,0.52520896,0,3.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
272,0.0,0.87917953,5,0.0,0.771635221,1,5.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
263,0.0,0.547511897,5,0.0,0.864700535,0,8.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
236,1.0,0.763985681,3,0.0,1.0,0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
149,0.0,0.39470582,3,0.0,0.484929723,0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
187,0.0,0.610122158,5,0.0,0.578012033,0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
244,0.0,0.848186573,4,0.0,1.0,0,3.0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
140,0.0,0.816348473,4,0.0,0.620521664,0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
180,0.0,0.414835811,4,0.0,0.52413373,0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
247,0.0,0.868890602,5,0.0,0.808141404,0,2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
190,0.0,0.712270817,2,0.0,0.520649753,0,8.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
171,0.0,0.579751611,5,0.0,0.574733491,0,2.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
227,0.0,0.917060703,5,0.0,0.394422372,0,5.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
142,0.0,0.782776393,4,0.0,0.787270369,0,2.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
129,0.0,0.710950679,3,1.0,0.915343188,0,3.0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
145,0.0,0.0,4,0.0,0.776759075,0,3.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
244,0.0,0.0,4,0.0,0.484187371,0,3.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
195,0.0,0.503925575,5,0.0,0.515473349,0,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
258,0.0,0.787080258,5,0.0,0.509901345,0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
263,0.0,0.957646216,4,0.0,0.882370943,0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
239,1.0,1.0,3,0.0,0.71255037,0,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
173,0.0,0.714460655,3,0.0,0.735087912,0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
220,0.0,0.958117894,3,0.0,0.906829684,0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
131,0.0,0.42935648,5,0.0,0.904745492,0,6.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
287,0.0,0.961870815,6,0.0,0.122902773,1,4.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
183,0.0,0.7655743,3,0.0,0.534434884,0,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
237,0.0,0.873377179,4,0.0,0.8446995,0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
247,0.0,0.814586388,6,0.0,0.163232498,1,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
201,0.0,0.840389946,3,0.0,0.985410264,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
263,0.0,0.611797844,5,0.0,0.958230209,0,3.0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
286,0.0,0.8139437,6,0.0,0.106061941,1,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
211,0.0,0.794367923,2,0.0,0.762703885,1,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
185,1.0,0.538943506,4,0.0,0.955100445,0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
235,0.0,0.692391649,4,0.0,0.962908116,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
138,0.0,0.446035671,2,0.0,0.435859166,1,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
238,0.0,0.85039128,4,0.0,0.968701849,0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
263,0.0,0.949581328,3,0.0,0.754400245,0,3.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
228,1.0,1.0,5,0.0,0.925412376,0,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
244,0.0,0.773792457,6,0.0,0.078932917,1,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
151,1.0,0.990466221,4,0.0,0.881884955,0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
179,0.0,0.560116036,2,0.0,0.474537464,0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
150,0.0,0.569344428,2,0.0,0.428101068,1,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
153,0.0,0.724330353,3,0.0,0.94188806,0,10.0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
257,0.0,0.895202076,5,0.0,0.939739058,0,3.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
205,0.0,0.648586406,4,0.0,0.5868882,0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
239,0.0,0.932034656,4,0.0,0.867258509,0,2.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
177,0.0,0.809935975,3,0.0,0.821092672,0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
198,0.0,0.500093168,3,0.0,0.967324226,0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
236,1.0,0.870196594,4,0.0,0.95948201,0,4.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
270,0.0,0.855546328,3,0.0,0.673052997,0,6.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
128,0.0,0.476531922,2,0.0,0.443102613,1,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
150,0.0,0.853853526,3,0.0,0.472594436,0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
151,0.0,0.452649249,2,0.0,0.469418603,1,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
183,0.0,0.0,3,0.0,0.605183521,0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
173,0.0,0.581979775,5,0.0,0.478973162,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
249,0.0,0.983704729,4,0.0,0.500421381,0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
281,0.0,0.768422089,7,0.0,0.052452696,1,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
208,0.0,0.943755814,4,0.0,0.511922352,0,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
172,0.0,0.88087148,5,0.0,0.602701802,0,2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
275,0.0,0.483011637,4,0.0,0.914195404,0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
190,0.0,0.444222813,4,0.0,0.431313664,0,3.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
180,0.0,0.593814836,3,0.0,0.793786932,0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
261,0.0,0.986653192,4,0.0,0.738082176,0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
220,0.0,0.990219323,3,0.0,0.932830248,0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
248,0.0,0.438059136,2,0.0,0.40956321,1,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
135,0.0,0.586486768,3,0.0,0.568647468,0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
257,1.0,0.672919724,2,0.0,0.740030457,0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
185,0.0,0.75131723,6,1.0,0.356502247,0,3.0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
145,0.0,0.565912094,2,0.0,0.470059292,1,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
242,1.0,0.999113049,6,0.0,0.895374731,0,3.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
158,0.0,0.934864596,5,0.0,0.849431725,0,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
276,0.0,0.860805654,4,0.0,0.230915571,0,2.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
301,0.0,0.843564572,6,0.0,0.08347545,1,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
274,0.0,0.905494577,4,0.0,0.858115801,1,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
204,0.0,0.868219593,3,0.0,0.805956652,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
105,0.0,0.0,2,0.0,0.336681577,0,3.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
194,0.0,0.499630062,2,0.0,0.632115883,0,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
135,0.0,0.442093253,5,0.0,0.970261102,0,6.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
151,0.0,0.764286752,6,0.0,0.364751258,0,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
130,0.0,0.557901812,5,0.0,0.279831555,0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
294,0.0,0.611885121,6,0.0,0.062130072,1,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
105,0.0,0.417282822,6,0.0,0.279937048,0,6.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
139,0.0,0.466718964,4,0.0,0.892200092,0,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
218,0.0,0.813237101,5,0.0,0.534297629,0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
151,0.0,0.0,4,0.0,0.958540709,0,3.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
224,0.0,0.869178471,4,0.0,0.686637448,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
176,0.0,0.722477297,3,0.0,0.60046597,0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
275,0.0,0.953964006,4,0.0,0.841688549,1,5.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
202,0.0,0.699080103,3,0.0,0.520272826,0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
305,0.0,0.902821627,7,0.0,0.055892717,1,4.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
133,0.0,0.813493084,4,0.0,0.721117317,0,4.0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
166,1.0,1.0,3,0.0,0.870246858,0,3.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
203,1.0,0.0,3,0.0,0.642273737,0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
230,0.0,0.544307979,2,0.0,0.656210842,0,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
250,0.0,0.83426301,5,0.0,0.087006693,1,4.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
237,0.0,0.601885448,4,0.0,0.943237347,0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
212,0.0,0.891441798,3,0.0,0.598811145,0,3.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
275,0.0,0.0,2,0.0,0.600165607,0,2.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
183,0.0,0.948047223,5,0.0,0.187510706,0,5.0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
161,0.0,0.953804879,3,0.0,0.837952459,0,3.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
296,0.0,0.877662286,7,0.0,0.063603996,1,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
183,1.0,0.522317655,3,0.0,0.954916952,0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
187,1.0,0.593511495,4,0.0,0.946445901,0,4.0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
245,0.0,0.898278034,4,0.0,0.92814544,0,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
232,1.0,0.953868763,5,0.0,0.813203451,1,5.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
227,0.0,0.530844163,5,0.0,0.705917462,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
262,0.0,0.771654276,3,0.0,0.799006139,0,2.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
127,0.0,0.462456054,2,0.0,0.371088563,1,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
271,0.0,0.567191943,3,0.0,0.823967365,0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
263,0.0,0.979778012,5,0.0,0.854722342,1,5.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
173,0.0,0.505448863,2,0.0,0.456388333,0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
222,0.0,0.967741803,3,0.0,0.614630642,0,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
116,1.0,0.496101556,2,0.0,0.304221644,0,6.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
122,0.0,0.424513491,5,0.0,0.603325328,0,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
133,0.0,0.592812455,5,0.0,0.424173917,0,4.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
